rosbag_path,timestamp_sec,timestamp_nanosec,num_pixels,label,binary_label
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,729309814,1149,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,762906982,1128,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,796504395,1144,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,830101563,1172,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,863361816,1192,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,896958984,1169,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,930556152,1174,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,964153564,1174,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,997750732,1139,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,31347900,1192,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,64938721,1107,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,98535156,1073,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,132468262,1150,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,166064453,1154,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,199660889,1136,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,300449463,1189,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,367642090,1093,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,401238281,1105,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,434834473,1180,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,569219238,1149,no_food,0
