rosbag_path,timestamp_sec,timestamp_nanosec,label,binary_label
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,729309814,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,762906982,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,796504395,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,830101563,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,863361816,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,896958984,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,930556152,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,964153564,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019846,997750732,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,31347900,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,64938721,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,98535156,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,132468262,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,166064453,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,199660889,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,300449463,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,367642090,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,401238281,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,434834473,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,569219238,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,636411377,no_food,0
/home/atharva2/atharvak_ws/src/rosbags/HomeMuskmelon_7-10-23,1689019847,703603760,no_food,0
